?Àäð,ÌÊ,IP,CR,AR,DR,SP,BR,AC,PS,NZVCÑ÷ÌÊ
0C,8024084002,465,CEF5,464,CEF5,000,0464,0400,083,00110D
0D,0020011002,465,CEF5,464,CEF5,000,FFF5,0400,083,00110E
0E,811C044002,465,CEF5,464,CEF5,000,FFF5,0400,083,00111C
1C,8120024002,465,CEF5,464,CEF5,000,FFF5,0400,083,001120
20,8023014002,465,CEF5,464,CEF5,000,FFF5,0400,083,001123
23,0001009024,465,CEF5,464,045A,000,FFF5,0400,083,001124
24,8026804002,465,CEF5,464,045A,000,FFF5,0400,083,001125
25,814A404002,465,CEF5,464,045A,000,FFF5,0400,083,00114A
4A,8153204002,465,CEF5,464,045A,000,FFF5,0400,083,00114B
4B,814E104002,465,CEF5,464,045A,000,FFF5,0400,083,00114C
4C,0004009001,45A,CEF5,464,045A,000,FFF5,0400,083,00114D
4D,80C4101040,45A,CEF5,464,045A,000,FFF5,0400,083,0011C4
C4,80DE801040,45A,CEF5,464,045A,000,FFF5,0400,083,0011C5
C5,8001401040,45A,CEF5,464,045A,000,FFF5,0400,083,001101
01,00A0009004,45A,CEF5,45A,045A,000,045A,0400,083,001102
02,0104009420,45B,CEF5,45A,AAF6,000,045A,0400,083,001103
03,0002009001,45B,AAF6,45A,AAF6,000,045A,0400,083,001104
04,8109804002,45B,AAF6,45A,AAF6,000,045A,0400,083,001109
09,800C404002,45B,AAF6,45A,AAF6,000,045A,0400,083,00110C
0C,8024084002,45B,AAF6,45A,AAF6,000,045A,0400,083,00110D
0D,0020011002,45B,AAF6,45A,AAF6,000,FFF6,0400,083,00110E
0E,811C044002,45B,AAF6,45A,AAF6,000,FFF6,0400,083,00110F
0F,0080009024,45B,AAF6,451,AAF6,000,FFF6,0400,083,001110
10,0100000000,45B,AAF6,451,0468,000,FFF6,0400,083,001111
11,8114024002,45B,AAF6,451,0468,000,FFF6,0400,083,001114
14,8119014002,45B,AAF6,451,0468,000,FFF6,0400,083,001115
15,0001009401,45B,AAF6,451,0469,000,FFF6,0400,083,001116
16,0200000000,45B,AAF6,451,0469,000,FFF6,0400,083,001117
17,0001009201,45B,AAF6,451,0468,000,FFF6,0400,083,001118
18,8024101040,45B,AAF6,451,0468,000,FFF6,0400,083,001124
24,8026804002,45B,AAF6,451,0468,000,FFF6,0400,083,001125
25,814A404002,45B,AAF6,451,0468,000,FFF6,0400,083,001126
26,0080009001,45B,AAF6,468,0468,000,FFF6,0400,083,001127
27,0100000000,45B,AAF6,468,1001,000,FFF6,0400,083,001128
28,813C804002,45B,AAF6,468,1001,000,FFF6,0400,083,00113C
3C,8143204002,45B,AAF6,468,1001,000,FFF6,0400,083,001143
43,8146104002,45B,AAF6,468,1001,000,FFF6,0400,083,001144
44,0010C09001,45B,AAF6,468,1001,000,FFF6,1001,081,000145
45,80C4101040,45B,AAF6,468,1001,000,FFF6,1001,081,0001C4
C4,80DE801040,45B,AAF6,468,1001,000,FFF6,1001,081,0001C5
C5,8001401040,45B,AAF6,468,1001,000,FFF6,1001,081,000101
01,00A0009004,45B,AAF6,45B,1001,000,045B,1001,081,000102
02,0104009420,45C,AAF6,45B,0480,000,045B,1001,081,000103
03,0002009001,45C,0480,45B,0480,000,045B,1001,081,000104
04,8109804002,45C,0480,45B,0480,000,045B,1001,081,000105
05,810C404002,45C,0480,45B,0480,000,045B,1001,081,000106
06,810C204002,45C,0480,45B,0480,000,045B,1001,081,000107
07,8078104002,45C,0480,45B,0480,000,045B,1001,081,000178
78,81A4084002,45C,0480,45B,0480,000,045B,1001,081,000179
79,8189044002,45C,0480,45B,0480,000,045B,1001,081,000189
89,8196024002,45C,0480,45B,0480,000,045B,1001,081,00018A
8A,8190014002,45C,0480,45B,0480,000,045B,1001,081,00018B
8B,818E801002,45C,0480,45B,0480,000,045B,1001,081,00018E
8E,0010F80010,45C,0480,45B,0480,000,045B,8800,089,10018F
8F,80C4101040,45C,0480,45B,0480,000,045B,8800,089,1001C4
C4,80DE801040,45C,0480,45B,0480,000,045B,8800,089,1001C5
C5,8001401040,45C,0480,45B,0480,000,045B,8800,089,100101
01,00A0009004,45C,0480,45C,0480,000,045C,8800,089,100102
02,0104009420,45D,0480,45C,F406,000,045C,8800,089,100103
03,0002009001,45D,F406,45C,F406,000,045C,8800,089,100104
04,8109804002,45D,F406,45C,F406,000,045C,8800,089,100109
09,800C404002,45D,F406,45C,F406,000,045C,8800,089,10010A
0A,800C204002,45D,F406,45C,F406,000,045C,8800,089,10010B
0B,8157104002,45D,F406,45C,F406,000,045C,8800,089,100157
57,8171084002,45D,F406,45C,F406,000,045C,8800,089,100158
58,8166044002,45D,F406,45C,F406,000,045C,8800,089,100166
66,816C024002,45D,F406,45C,F406,000,045C,8800,089,100167
67,816A014002,45D,F406,45C,F406,000,045C,8800,089,100168
68,815C011040,45D,F406,45C,F406,000,045C,8800,089,10015C
5C,0020011002,45D,F406,45C,F406,000,0006,8800,089,10015D
5D,0004009024,463,F406,45C,F406,000,0006,8800,089,10015E
5E,80C4101040,463,F406,45C,F406,000,0006,8800,089,1001C4
C4,80DE801040,463,F406,45C,F406,000,0006,8800,089,1001C5
C5,8001401040,463,F406,45C,F406,000,0006,8800,089,100101
01,00A0009004,463,F406,463,F406,000,0463,8800,089,100102
02,0104009420,464,F406,463,8452,000,0463,8800,089,100103
03,0002009001,464,8452,463,8452,000,0463,8800,089,100104
04,8109804002,464,8452,463,8452,000,0463,8800,089,100109
09,800C404002,464,8452,463,8452,000,0463,8800,089,10010C
0C,8024084002,464,8452,463,8452,000,0463,8800,089,100124
24,8026804002,464,8452,463,8452,000,0463,8800,089,100125
25,814A404002,464,8452,463,8452,000,0463,8800,089,100126
26,0080009001,464,8452,452,8452,000,0463,8800,089,100127
27,0100000000,464,8452,452,0002,000,0463,8800,089,100128
28,813C804002,464,8452,452,0002,000,0463,8800,089,10013C
3C,8143204002,464,8452,452,0002,000,0463,8800,089,10013D
3D,81E0104002,464,8452,452,0002,000,0463,8800,089,10013E
3E,0001009201,464,8452,452,0001,000,0463,8800,089,10013F
3F,0220009201,464,8452,452,0001,000,0000,8800,089,100140
40,80C4804020,464,8452,452,0001,000,0000,8800,089,1001C4
C4,80DE801040,464,8452,452,0001,000,0000,8800,089,1001C5
C5,8001401040,464,8452,452,0001,000,0000,8800,089,100101
01,00A0009004,464,8452,464,0001,000,0464,8800,089,100102
02,0104009420,465,8452,464,CEF5,000,0464,8800,089,100103
03,0002009001,465,CEF5,464,CEF5,000,0464,8800,089,100104
04,8109804002,465,CEF5,464,CEF5,000,0464,8800,089,100109
09,800C404002,465,CEF5,464,CEF5,000,0464,8800,089,10010A
0A,800C204002,465,CEF5,464,CEF5,000,0464,8800,089,10010C
0C,8024084002,465,CEF5,464,CEF5,000,0464,8800,089,10010D
0D,0020011002,465,CEF5,464,CEF5,000,FFF5,8800,089,10010E
0E,811C044002,465,CEF5,464,CEF5,000,FFF5,8800,089,10011C
1C,8120024002,465,CEF5,464,CEF5,000,FFF5,8800,089,100120
20,8023014002,465,CEF5,464,CEF5,000,FFF5,8800,089,100123
23,0001009024,465,CEF5,464,045A,000,FFF5,8800,089,100124
24,8026804002,465,CEF5,464,045A,000,FFF5,8800,089,100125
25,814A404002,465,CEF5,464,045A,000,FFF5,8800,089,10014A
4A,8153204002,465,CEF5,464,045A,000,FFF5,8800,089,10014B
4B,814E104002,465,CEF5,464,045A,000,FFF5,8800,089,10014C
4C,0004009001,45A,CEF5,464,045A,000,FFF5,8800,089,10014D
4D,80C4101040,45A,CEF5,464,045A,000,FFF5,8800,089,1001C4
C4,80DE801040,45A,CEF5,464,045A,000,FFF5,8800,089,1001C5
C5,8001401040,45A,CEF5,464,045A,000,FFF5,8800,089,100101
01,00A0009004,45A,CEF5,45A,045A,000,045A,8800,089,100102
02,0104009420,45B,CEF5,45A,AAF6,000,045A,8800,089,100103
03,0002009001,45B,AAF6,45A,AAF6,000,045A,8800,089,100104
04,8109804002,45B,AAF6,45A,AAF6,000,045A,8800,089,100109
09,800C404002,45B,AAF6,45A,AAF6,000,045A,8800,089,10010C
0C,8024084002,45B,AAF6,45A,AAF6,000,045A,8800,089,10010D
0D,0020011002,45B,AAF6,45A,AAF6,000,FFF6,8800,089,10010E
0E,811C044002,45B,AAF6,45A,AAF6,000,FFF6,8800,089,10010F
0F,0080009024,45B,AAF6,451,AAF6,000,FFF6,8800,089,100110
10,0100000000,45B,AAF6,451,0469,000,FFF6,8800,089,100111
11,8114024002,45B,AAF6,451,0469,000,FFF6,8800,089,100114
14,8119014002,45B,AAF6,451,0469,000,FFF6,8800,089,100115
15,0001009401,45B,AAF6,451,046A,000,FFF6,8800,089,100116
16,0200000000,45B,AAF6,451,046A,000,FFF6,8800,089,100117
17,0001009201,45B,AAF6,451,0469,000,FFF6,8800,089,100118
18,8024101040,45B,AAF6,451,0469,000,FFF6,8800,089,100124
24,8026804002,45B,AAF6,451,0469,000,FFF6,8800,089,100125
25,814A404002,45B,AAF6,451,0469,000,FFF6,8800,089,100126
26,0080009001,45B,AAF6,469,0469,000,FFF6,8800,089,100127
27,0100000000,45B,AAF6,469,1800,000,FFF6,8800,089,100128
28,813C804002,45B,AAF6,469,1800,000,FFF6,8800,089,10013C
3C,8143204002,45B,AAF6,469,1800,000,FFF6,8800,089,100143
43,8146104002,45B,AAF6,469,1800,000,FFF6,8800,089,100144
44,0010C09001,45B,AAF6,469,1800,000,FFF6,1800,081,000145
45,80C4101040,45B,AAF6,469,1800,000,FFF6,1800,081,0001C4
C4,80DE801040,45B,AAF6,469,1800,000,FFF6,1800,081,0001C5
C5,8001401040,45B,AAF6,469,1800,000,FFF6,1800,081,000101
01,00A0009004,45B,AAF6,45B,1800,000,045B,1800,081,000102
02,0104009420,45C,AAF6,45B,0480,000,045B,1800,081,000103
03,0002009001,45C,0480,45B,0480,000,045B,1800,081,000104
04,8109804002,45C,0480,45B,0480,000,045B,1800,081,000105
05,810C404002,45C,0480,45B,0480,000,045B,1800,081,000106
06,810C204002,45C,0480,45B,0480,000,045B,1800,081,000107
07,8078104002,45C,0480,45B,0480,000,045B,1800,081,000178
78,81A4084002,45C,0480,45B,0480,000,045B,1800,081,000179
79,8189044002,45C,0480,45B,0480,000,045B,1800,081,000189
89,8196024002,45C,0480,45B,0480,000,045B,1800,081,00018A
8A,8190014002,45C,0480,45B,0480,000,045B,1800,081,00018B
8B,818E801002,45C,0480,45B,0480,000,045B,1800,081,00018E
8E,0010F80010,45C,0480,45B,0480,000,045B,8C00,08A,10108F
8F,80C4101040,45C,0480,45B,0480,000,045B,8C00,08A,1010C4
C4,80DE801040,45C,0480,45B,0480,000,045B,8C00,08A,1010C5
C5,8001401040,45C,0480,45B,0480,000,045B,8C00,08A,101001
01,00A0009004,45C,0480,45C,0480,000,045C,8C00,08A,101002
02,0104009420,45D,0480,45C,F406,000,045C,8C00,08A,101003
03,0002009001,45D,F406,45C,F406,000,045C,8C00,08A,101004
04,8109804002,45D,F406,45C,F406,000,045C,8C00,08A,101009
09,800C404002,45D,F406,45C,F406,000,045C,8C00,08A,10100A
0A,800C204002,45D,F406,45C,F406,000,045C,8C00,08A,10100B
0B,8157104002,45D,F406,45C,F406,000,045C,8C00,08A,101057
57,8171084002,45D,F406,45C,F406,000,045C,8C00,08A,101058
58,8166044002,45D,F406,45C,F406,000,045C,8C00,08A,101066
66,816C024002,45D,F406,45C,F406,000,045C,8C00,08A,101067
67,816A014002,45D,F406,45C,F406,000,045C,8C00,08A,101068
68,815C011040,45D,F406,45C,F406,000,045C,8C00,08A,101069
69,80C4101040,45D,F406,45C,F406,000,045C,8C00,08A,1010C4
C4,80DE801040,45D,F406,45C,F406,000,045C,8C00,08A,1010C5
C5,8001401040,45D,F406,45C,F406,000,045C,8C00,08A,101001
01,00A0009004,45D,F406,45D,F406,000,045D,8C00,08A,101002
02,0104009420,45E,F406,45D,0480,000,045D,8C00,08A,101003
03,0002009001,45E,0480,45D,0480,000,045D,8C00,08A,101004
04,8109804002,45E,0480,45D,0480,000,045D,8C00,08A,101005
05,810C404002,45E,0480,45D,0480,000,045D,8C00,08A,101006
06,810C204002,45E,0480,45D,0480,000,045D,8C00,08A,101007
07,8078104002,45E,0480,45D,0480,000,045D,8C00,08A,101078
78,81A4084002,45E,0480,45D,0480,000,045D,8C00,08A,101079
79,8189044002,45E,0480,45D,0480,000,045D,8C00,08A,101089
89,8196024002,45E,0480,45D,0480,000,045D,8C00,08A,10108A
8A,8190014002,45E,0480,45D,0480,000,045D,8C00,08A,10108B
8B,818E801002,45E,0480,45D,0480,000,045D,8C00,08A,10108E
8E,0010F80010,45E,0480,45D,0480,000,045D,4600,080,00008F
8F,80C4101040,45E,0480,45D,0480,000,045D,4600,080,0000C4
C4,80DE801040,45E,0480,45D,0480,000,045D,4600,080,0000C5
C5,8001401040,45E,0480,45D,0480,000,045D,4600,080,000001
01,00A0009004,45E,0480,45E,0480,000,045E,4600,080,000002
02,0104009420,45F,0480,45E,F404,000,045E,4600,080,000003
03,0002009001,45F,F404,45E,F404,000,045E,4600,080,000004
04,8109804002,45F,F404,45E,F404,000,045E,4600,080,000009
09,800C404002,45F,F404,45E,F404,000,045E,4600,080,00000A
0A,800C204002,45F,F404,45E,F404,000,045E,4600,080,00000B
0B,8157104002,45F,F404,45E,F404,000,045E,4600,080,000057
57,8171084002,45F,F404,45E,F404,000,045E,4600,080,000058
58,8166044002,45F,F404,45E,F404,000,045E,4600,080,000066
66,816C024002,45F,F404,45E,F404,000,045E,4600,080,000067
67,816A014002,45F,F404,45E,F404,000,045E,4600,080,000068
68,815C011040,45F,F404,45E,F404,000,045E,4600,080,000069
69,80C4101040,45F,F404,45E,F404,000,045E,4600,080,0000C4
C4,80DE801040,45F,F404,45E,F404,000,045E,4600,080,0000C5
C5,8001401040,45F,F404,45E,F404,000,045E,4600,080,000001
01,00A0009004,45F,F404,45F,F404,000,045F,4600,080,000002
02,0104009420,460,F404,45F,0400,000,045F,4600,080,000003
03,0002009001,460,0400,45F,0400,000,045F,4600,080,000004
04,8109804002,460,0400,45F,0400,000,045F,4600,080,000005
05,810C404002,460,0400,45F,0400,000,045F,4600,080,000006
06,810C204002,460,0400,45F,0400,000,045F,4600,080,000007
07,8078104002,460,0400,45F,0400,000,045F,4600,080,000078
78,81A4084002,460,0400,45F,0400,000,045F,4600,080,000079
79,8189044002,460,0400,45F,0400,000,045F,4600,080,000089
89,8196024002,460,0400,45F,0400,000,045F,4600,080,00008A
8A,8190014002,460,0400,45F,0400,000,045F,4600,080,00008B
8B,818E801002,460,0400,45F,0400,000,045F,4600,080,00008C
8C,0010E60010,460,0400,45F,0400,000,045F,8C00,08A,10108D
8D,80C4101040,460,0400,45F,0400,000,045F,8C00,08A,1010C4
C4,80DE801040,460,0400,45F,0400,000,045F,8C00,08A,1010C5
C5,8001401040,460,0400,45F,0400,000,045F,8C00,08A,101001
01,00A0009004,460,0400,460,0400,000,0460,8C00,08A,101002
02,0104009420,461,0400,460,0400,000,0460,8C00,08A,101003
03,0002009001,461,0400,460,0400,000,0460,8C00,08A,101004
04,8109804002,461,0400,460,0400,000,0460,8C00,08A,101005
05,810C404002,461,0400,460,0400,000,0460,8C00,08A,101006
06,810C204002,461,0400,460,0400,000,0460,8C00,08A,101007
07,8078104002,461,0400,460,0400,000,0460,8C00,08A,101078
78,81A4084002,461,0400,460,0400,000,0460,8C00,08A,101079
79,8189044002,461,0400,460,0400,000,0460,8C00,08A,101089
89,8196024002,461,0400,460,0400,000,0460,8C00,08A,10108A
8A,8190014002,461,0400,460,0400,000,0460,8C00,08A,10108B
8B,818E801002,461,0400,460,0400,000,0460,8C00,08A,10108C
8C,0010E60010,461,0400,460,0400,000,0460,1800,083,00118D
8D,80C4101040,461,0400,460,0400,000,0460,1800,083,0011C4
C4,80DE801040,461,0400,460,0400,000,0460,1800,083,0011C5
C5,8001401040,461,0400,460,0400,000,0460,1800,083,001101
01,00A0009004,461,0400,461,0400,000,0461,1800,083,001102
02,0104009420,462,0400,461,4EF1,000,0461,1800,083,001103
03,0002009001,462,4EF1,461,4EF1,000,0461,1800,083,001104
04,8109804002,462,4EF1,461,4EF1,000,0461,1800,083,001105
05,810C404002,462,4EF1,461,4EF1,000,0461,1800,083,00110C
0C,8024084002,462,4EF1,461,4EF1,000,0461,1800,083,00110D
0D,0020011002,462,4EF1,461,4EF1,000,FFF1,1800,083,00110E
0E,811C044002,462,4EF1,461,4EF1,000,FFF1,1800,083,00111C
1C,8120024002,462,4EF1,461,4EF1,000,FFF1,1800,083,001120
20,8023014002,462,4EF1,461,4EF1,000,FFF1,1800,083,001123
23,0001009024,462,4EF1,461,0453,000,FFF1,1800,083,001124
24,8026804002,462,4EF1,461,0453,000,FFF1,1800,083,001126
26,0080009001,462,4EF1,453,0453,000,FFF1,1800,083,001127
27,0100000000,462,4EF1,453,0280,000,FFF1,1800,083,001128
28,813C804002,462,4EF1,453,0280,000,FFF1,1800,083,001129
29,8130404002,462,4EF1,453,0280,000,FFF1,1800,083,001130
30,8137204002,462,4EF1,453,0280,000,FFF1,1800,083,001131
31,8134104002,462,4EF1,453,0280,000,FFF1,1800,083,001132
32,0010E09011,462,4EF1,453,0280,000,FFF1,1A80,080,000033
33,80C4101040,462,4EF1,453,0280,000,FFF1,1A80,080,0000C4
C4,80DE801040,462,4EF1,453,0280,000,FFF1,1A80,080,0000C5
C5,8001401040,462,4EF1,453,0280,000,FFF1,1A80,080,000001
01,00A0009004,462,4EF1,462,0280,000,0462,1A80,080,000002
02,0104009420,463,4EF1,462,EEF0,000,0462,1A80,080,000003
03,0002009001,463,EEF0,462,EEF0,000,0462,1A80,080,000004
04,8109804002,463,EEF0,462,EEF0,000,0462,1A80,080,000009
09,800C404002,463,EEF0,462,EEF0,000,0462,1A80,080,00000A
0A,800C204002,463,EEF0,462,EEF0,000,0462,1A80,080,00000B
0B,8157104002,463,EEF0,462,EEF0,000,0462,1A80,080,00000C
0C,8024084002,463,EEF0,462,EEF0,000,0462,1A80,080,00000D
0D,0020011002,463,EEF0,462,EEF0,000,FFF0,1A80,080,00000E
0E,811C044002,463,EEF0,462,EEF0,000,FFF0,1A80,080,00001C
1C,8120024002,463,EEF0,462,EEF0,000,FFF0,1A80,080,000020
20,8023014002,463,EEF0,462,EEF0,000,FFF0,1A80,080,000023
23,0001009024,463,EEF0,462,0453,000,FFF0,1A80,080,000024
24,8026804002,463,EEF0,462,0453,000,FFF0,1A80,080,000025
25,814A404002,463,EEF0,462,0453,000,FFF0,1A80,080,00004A
4A,8153204002,463,EEF0,462,0453,000,FFF0,1A80,080,000053
53,0080009001,463,EEF0,453,0453,000,FFF0,1A80,080,000054
54,0001009010,463,EEF0,453,1A80,000,FFF0,1A80,080,000055
55,0200000000,463,EEF0,453,1A80,000,FFF0,1A80,080,000056
56,80C4101040,463,EEF0,453,1A80,000,FFF0,1A80,080,0000C4
C4,80DE801040,463,EEF0,453,1A80,000,FFF0,1A80,080,0000C5
C5,8001401040,463,EEF0,453,1A80,000,FFF0,1A80,080,000001
01,00A0009004,463,EEF0,463,1A80,000,0463,1A80,080,000002
02,0104009420,464,EEF0,463,8452,000,0463,1A80,080,000003
03,0002009001,464,8452,463,8452,000,0463,1A80,080,000004
04,8109804002,464,8452,463,8452,000,0463,1A80,080,000009
09,800C404002,464,8452,463,8452,000,0463,1A80,080,00000C
0C,8024084002,464,8452,463,8452,000,0463,1A80,080,000024
24,8026804002,464,8452,463,8452,000,0463,1A80,080,000025
25,814A404002,464,8452,463,8452,000,0463,1A80,080,000026
26,0080009001,464,8452,452,8452,000,0463,1A80,080,000027
27,0100000000,464,8452,452,0001,000,0463,1A80,080,000028
28,813C804002,464,8452,452,0001,000,0463,1A80,080,00003C
3C,8143204002,464,8452,452,0001,000,0463,1A80,080,00003D
3D,81E0104002,464,8452,452,0001,000,0463,1A80,080,00003E
3E,0001009201,464,8452,452,0000,000,0463,1A80,080,00003F
3F,0220009201,464,8452,452,0000,000,FFFF,1A80,080,000040
40,80C4804020,464,8452,452,0000,000,FFFF,1A80,080,000041
41,0004009404,465,8452,452,0000,000,FFFF,1A80,080,000042
42,80C4101040,465,8452,452,0000,000,FFFF,1A80,080,0000C4
C4,80DE801040,465,8452,452,0000,000,FFFF,1A80,080,0000C5
C5,8001401040,465,8452,452,0000,000,FFFF,1A80,080,000001
01,00A0009004,465,8452,465,0000,000,0465,1A80,080,000002
02,0104009420,466,8452,465,0100,000,0465,1A80,080,000003
03,0002009001,466,0100,465,0100,000,0465,1A80,080,000004
